,raceId,driverId,startingPosition,driverStandingsId,points,position,positionText,wins,pit_times,first_lap_ranks,first_lap_change,accident
3004,12,18,14,18015,72.0,1,1,6,[11.85772431  7.46321656  3.44674984],14,0,0
3005,12,5,15,18033,17.0,10,10,0,[ 9.51725866 11.80453057],17,2,0
3006,12,67,16,18021,3.0,16,16,0,[ 7.1835835  13.26685977],12,-4,0
3007,12,153,17,18035,0.0,22,22,0,[11.17535767  6.52946504],19,2,0
3008,12,6,18,18032,0.0,19,19,0,[11.23174213  6.47908824  5.73030946],18,0,0
3009,12,154,19,18036,0.0,23,23,0,[12.22236522 11.27819109  7.03825656],20,1,0
3010,12,69,20,18037,0.0,21,21,0,[14.15235714  9.44522941 10.80643446],16,-4,0
3011,13,1,1,18057,27.0,7,7,1,[9.57440126 4.36557367 5.1794551 ],1,0,0
3012,13,16,2,18046,5.0,16,16,0,[ 4.34354369 11.43618398  8.51121666],3,1,0
3013,13,8,3,18052,40.0,5,5,1,[ 3.42076853 13.70089646  4.82881094],4,1,0
3014,13,5,4,18056,20.0,10,10,0,[ 5.92345011  7.84727588 10.07238608],2,-2,0
3015,13,22,5,18039,66.0,2,2,2,[5.42898223 4.39378588],5,0,0
3016,13,18,6,18038,80.0,1,1,6,[3.47767285 8.49455678 7.51035606],7,1,0
3017,13,24,7,18061,0.0,24,24,0,[ 3.03439249 12.79383569  7.99752533],6,-1,0
3018,13,4,8,18042,20.0,11,11,0,[7.43853716 4.70478081 3.67659162],9,1,0
3019,13,20,9,18050,54.0,3,3,2,[4.68532268 7.40911609],10,1,0
3020,13,17,10,18049,51.5,4,4,1,[3.55219816 5.47420217 3.89135467],11,1,0
3021,13,15,11,18040,22.5,8,8,0,[12.10147351  6.64928281],12,1,0
3022,13,154,12,18059,0.0,22,22,0,[6.34551532 8.08315488],8,-4,0
3023,13,9,13,18051,8.0,15,15,0,[13.4779148   8.41882277  5.61942924],13,0,0
3024,13,21,14,18048,8.0,14,14,0,[ 6.2977599  14.77951827  6.82137905],14,0,0
3025,13,2,15,18047,12.0,13,13,0,[13.94961802  5.13506416],15,0,0
3026,13,10,16,18041,16.0,12,12,0,[13.48992765 11.08599794  9.20695717],17,1,0
3027,13,6,17,18055,0.0,19,19,0,[ 4.28947595 13.52601022  5.46712414],19,2,0
3028,13,3,18,18043,30.5,6,6,0,[9.08078246 7.75445171 4.62085822],16,-2,0
3029,13,67,19,18044,3.0,17,17,0,[8.59739358 6.08792889],18,-1,0
3030,13,153,20,18058,0.0,23,23,0,[9.83462413 9.25875939],20,0,0
3031,14,1,1,18081,37.0,6,6,2,[14.21360238  6.92708546  6.88393271],2,1,0
3032,14,20,2,18074,59.0,3,3,2,[ 8.46247375  4.76946623 10.83347167],1,-1,0
3033,14,3,3,18067,30.5,7,7,0,[7.8459385  7.72516141],3,0,0
3034,14,17,4,18073,51.5,4,4,1,[11.27437193  8.48604868 14.63328886],4,0,0
3035,14,22,5,18063,69.0,2,2,2,[7.28144056 7.19294431 9.59391228],6,1,0
3036,14,4,6,18066,26.0,8,8,0,[8.09113814 7.26610377],5,-1,0
3037,14,10,7,18065,24.0,9,9,0,[14.7477922   9.41292039],8,1,0
3038,14,2,8,18071,12.0,13,13,0,[10.54906422  5.52042229],7,-1,0
3039,14,9,9,18075,9.0,14,14,0,[4.95453086 9.54520693],11,2,0
3040,14,5,10,18080,22.0,12,12,0,[8.40068242 8.35276616],10,0,0
3041,14,6,11,18079,0.0,19,19,0,[4.71366554 4.83230463],13,2,0
3042,14,18,12,18062,84.0,1,1,6,[ 3.3220725  13.98520236  7.76055338],9,-3,0
3043,14,8,13,18076,40.0,5,5,1,[9.61812857 3.39246357],12,-1,0
3044,14,67,14,18068,3.0,17,17,0,[11.3946715  10.96492237  3.86613703],14,0,0
3045,14,15,15,18064,22.5,10,10,0,[3.60986027 5.87964503 3.52249299],17,2,0
3046,14,16,16,18070,5.0,16,16,0,[6.61107371 6.84304656],16,0,0
3047,14,153,17,18082,0.0,24,24,0,[ 4.40990422 10.37296409],19,2,0
3048,14,21,18,18072,8.0,15,15,0,[ 5.85994608  8.27961162 10.90687189],15,-3,0
3049,14,154,19,18083,0.0,23,23,0,[11.76936625 14.45020512  7.60281384],18,-1,0
3050,14,24,20,18085,0.0,22,22,0,[13.83190924 13.5337966 ],20,0,0
3051,15,20,1,18122,69.0,3,3,3,[10.32736846 10.70489786 14.97695297],1,0,0
3052,15,15,2,18112,30.5,8,8,0,[13.83795239  7.1645032 ],2,0,0
3053,15,1,3,18129,43.0,6,6,2,[11.49710729  5.66252093],5,2,0
3054,15,16,4,18118,5.0,16,16,0,[11.35711982  6.18774686  4.57952564],4,0,0
3055,15,22,5,18111,71.0,2,2,2,[12.69484481  9.35087262  4.86207494],6,1,0
3056,15,2,6,18119,15.0,13,13,0,[ 4.41565036  8.29560339 12.90709715],7,1,0
3057,15,18,7,18110,85.0,1,1,6,[ 9.21983955 14.47808871 13.77543749],9,2,0
3058,15,8,8,18124,45.0,5,5,1,[ 6.92467336 12.31033349 12.32836423],3,-5,0
3059,15,5,9,18128,22.0,12,12,0,[10.19549996 10.45604993],10,1,0
3060,15,67,10,18116,3.0,17,17,0,[9.65666977 9.84784125],8,-2,0
3061,15,3,11,18115,34.5,7,7,0,[ 8.38633211  8.64267965 11.90337974],13,2,0
3062,15,4,12,18114,26.0,9,9,0,[10.63434905 14.17185127  9.94585559],11,-1,0
3063,15,9,13,18123,9.0,14,14,0,[ 8.51030656 11.00221486],12,-1,0
3064,15,10,14,18113,24.0,10,10,0,[5.11794937 7.90566244],14,0,0
3065,15,153,15,18130,0.0,24,24,0,[10.69102017  7.53964014  9.69919033],16,1,0
3066,15,21,16,18120,8.0,15,15,0,[ 8.60132338 10.46004264 12.05532849],17,1,0
3067,15,6,17,18127,0.0,19,19,0,[ 4.27717464  3.37907494 14.69350508],19,2,0
3068,15,154,18,18131,0.0,23,23,0,[8.6837054  6.65391754],15,-3,0
3069,15,24,19,18133,0.0,21,21,0,[9.99426798 4.66885233],18,-1,0
3070,15,17,20,18121,51.5,4,4,1,[ 9.93985096 11.64270059  8.5193106 ],20,0,0
3071,16,22,1,18135,72.0,3,3,2,[8.28057358 4.67906687],1,0,0
3072,16,17,2,18145,61.5,4,4,2,[11.47431915  6.81048602],2,0,0
3073,16,16,3,18142,5.0,16,16,0,[ 3.37519347 14.81860988  7.36536513],4,1,0
3074,16,15,4,18136,30.5,8,8,0,[13.57360151 10.66114405],5,1,0
3075,16,8,5,18148,48.0,6,6,1,[14.63309764  6.98683464],3,-2,0
3076,16,67,6,18140,5.0,17,17,0,[ 5.82330477 14.42927891  7.78243372],6,0,0
3077,16,3,7,18139,34.5,7,7,0,[10.46144192  5.25676025],8,1,0
3078,16,9,8,18147,17.0,13,13,0,[13.281459   12.76670501 13.63935182],7,-1,0
3079,16,6,9,18151,0.0,19,19,0,[11.78574797 11.62475372 14.42490781],10,1,0
3080,16,4,10,18138,26.0,9,9,0,[6.5002909  6.7429603  4.37833571],11,1,0
3081,16,155,11,18158,0.0,21,21,0,[13.78361433 14.63800186],13,2,0
3082,16,153,12,18154,0.0,24,24,0,[14.94516628  9.86321026],12,0,0
3083,16,154,13,18155,0.0,23,23,0,[11.70401856  7.53312041],9,-4,0
3084,16,18,14,18134,89.0,1,1,6,[5.04129312 8.5308833  9.43995325],15,1,0
3085,16,24,15,18157,0.0,22,22,0,[3.16139996 4.6737619 ],14,-1,0
3086,16,20,16,18146,74.0,2,2,3,[3.09395796 6.40979315 6.45957264],17,1,0
3087,16,5,17,18152,22.0,12,12,0,[4.74881052 7.96252018],19,2,0
3088,16,1,18,18153,49.0,5,5,2,[ 4.62767237  3.96442905 11.01986936],16,-2,0
3089,16,2,19,18143,15.0,14,14,0,[ 6.84818944 13.23414786  4.63153693],20,1,0
3090,16,21,20,18144,8.0,15,15,0,[14.72733052 14.68036165  7.63035655],18,-2,0
3091,17,1,1,29882,49.0,5,5,2,[14.60755708  3.90582145],1,0,0
3092,17,20,2,29875,84.0,2,2,4,[12.50696303  4.05860688],3,1,0
3093,17,17,3,29874,69.5,4,4,2,[ 8.94777944 14.69123082],5,2,0
3094,17,22,4,29864,77.0,3,3,2,[10.50758462  4.53543051],2,-2,0
3095,17,18,5,29863,95.0,1,1,6,[ 7.74845951 13.91196504],6,1,0
3096,17,15,6,29865,32.5,8,8,0,[3.55916223 7.82508568],7,1,0
3097,17,9,7,29876,17.0,14,14,0,[7.00343169 5.43780471],9,2,0
3098,17,2,8,29872,19.0,13,13,0,[10.00318656 12.21484471  3.33141259],8,0,0
3099,17,3,9,29868,34.5,7,7,0,[14.87720417  8.57931802  8.58325373],11,2,0
3100,17,67,10,29869,6.0,16,16,0,[13.31358212 12.98770588],4,-6,0
3101,17,8,11,29877,48.0,6,6,1,[6.02992771 9.97905302],12,1,0
3102,17,155,12,29887,3.0,18,18,0,[13.07148766  4.12531388 14.68828493],10,-2,0
3103,17,5,13,29881,22.0,12,12,0,[ 4.12234875 11.09878495],14,1,0
3104,17,6,14,29880,0.0,20,20,0,[8.28397066 5.23951338],15,1,0
3105,17,153,15,29883,0.0,24,24,0,[5.41643106 5.42560423],16,1,0
3106,17,4,16,29867,26.0,9,9,0,[10.43898641 10.33377123 11.14694981],17,1,0
3107,17,24,17,29886,0.0,22,22,0,[14.02608583  3.15490349  6.44213434],19,2,0
3108,17,16,18,29871,5.0,17,17,0,[ 7.13926056 10.26052418  8.71084772],18,0,0
3109,17,154,19,29884,0.0,23,23,0,[ 8.99859742  5.76077878 10.95551467],20,1,0
3110,17,21,20,29873,8.0,15,15,0,[ 8.06514677 11.48561203  4.99707408],13,-7,0
3111,337,20,1,63740,12.0,4,4,0,[11.55317155  3.97459404],1,0,0
3112,337,13,2,63738,18.0,2,2,0,[5.31355776 9.93842033],2,0,0
3113,337,4,3,63737,25.0,1,1,1,[5.04336604 9.19847336],4,1,0
3114,337,1,4,63739,15.0,3,3,0,[ 7.56149506 13.32440327  7.96994877],5,1,0
3115,337,3,5,63741,10.0,5,5,0,[ 9.42540395 12.50015082 14.40299408],6,1,0
3116,337,17,6,63744,4.0,8,8,0,[5.55957446 5.81361693],3,-3,0
3117,337,30,7,63742,8.0,6,6,0,[14.79664138 12.29000982],9,2,0
3118,337,18,8,63743,6.0,7,7,0,[10.02134915 11.77510235 14.85227397],8,0,0
3119,337,9,9,63747,0.0,11,11,0,[13.89855232 11.53464411],7,-2,0
3120,337,16,10,63748,0.0,12,12,0,[ 3.30830898 11.2410666  13.43641641],10,0,0
3121,337,22,11,63746,1.0,10,10,0,[9.02945827 4.68622145],11,0,0
3122,337,24,12,63745,2.0,9,9,0,[5.80036399 6.65364795],12,0,0
3123,337,807,13,63750,0.0,14,14,0,[4.92616842 8.57208875 7.06248335],13,0,0
3124,337,37,14,63754,0.0,18,18,0,[14.69738293  3.99918006  7.38158248],15,1,0
3125,337,67,15,63752,0.0,16,16,0,[12.73186887  7.76305115 11.3071932 ],14,-1,0
3126,337,155,16,63758,0.0,22,22,0,[ 9.93284402 10.76625058  8.75166506],16,0,0
3127,337,808,17,63757,0.0,21,21,0,[9.22666971 5.34642715],18,1,0
3128,337,153,18,63749,0.0,13,13,0,[14.12723352  4.15261118],17,-1,0
3129,337,10,19,63756,0.0,20,20,0,[13.24568104  7.98773401  5.71021474],20,1,0
3130,337,15,20,63753,0.0,17,17,0,[6.05130351 9.3933085  6.38086431],19,-1,0
3131,337,5,21,63751,0.0,15,15,0,[ 9.73643572  5.59620927 11.263212  ],22,1,0
3132,337,810,22,63759,0.0,23,23,0,[ 5.540753    7.74911483 14.43968702],21,-1,0
3133,337,811,23,63755,0.0,19,19,0,[3.11115585 5.92033088],23,0,0
3134,337,812,24,63760,0.0,24,24,0,[ 6.63470425  9.90221823 11.62644748],24,0,0
3135,338,20,1,63764,12.0,7,7,0,[ 3.51828039  6.70264787 12.05860076],1,0,0
3136,338,17,2,63768,6.0,10,10,0,[5.95930114 5.93116497],3,1,0
3137,338,4,3,63761,37.0,1,1,1,[9.21559645 6.21848694 9.27907655],5,2,0
3138,338,18,4,63767,31.0,3,3,1,[3.07471892 9.17461035 8.90763659],2,-2,0
3139,338,13,5,63762,33.0,2,2,0,[13.78649289  5.32309431 13.14620043],4,-1,0
3140,338,3,6,63765,20.0,5,5,0,[13.0287378   4.00395008 11.48998797],6,0,0
3141,338,30,7,63766,9.0,8,8,0,[13.37188032 14.36269722],9,2,0
3142,338,22,8,63770,5.0,11,11,0,[12.16460698  5.00324507],7,-1,0
3143,338,9,9,63771,18.0,6,6,0,[11.33291573 14.02197314],10,1,0
3144,338,16,10,63772,0.0,13,13,0,[ 9.86348518 14.13961334],11,1,0
3145,338,1,11,63763,23.0,4,4,0,[9.20350021 9.68487361],13,2,0
3146,338,67,12,63776,0.0,18,18,0,[ 5.76535321  6.60612832 11.1602683 ],12,0,0
3147,338,24,13,63769,8.0,9,9,0,[ 3.59964311 14.35196973 10.69916769],8,-5,0
3148,338,37,14,63778,0.0,14,14,0,[12.23838646  6.12301152 14.88479935],14,0,0
3149,338,807,15,63774,0.0,17,17,0,[7.33051209 5.09811697 5.817712  ],15,0,0
3150,338,155,16,63782,0.0,23,23,0,[14.41788523 11.87974762],16,0,0
3151,338,153,17,63773,0.0,12,12,0,[ 8.1793509   9.87553012 13.7413448 ],18,1,0
3152,338,808,18,63781,0.0,22,22,0,[3.14519629 9.01653733],17,-1,0
3153,338,5,19,63775,0.0,15,15,0,[7.47296508 7.47737076],19,0,0
3154,338,15,20,63777,0.0,19,19,0,[5.84855179 5.64324555],20,0,0
3155,338,10,21,63780,0.0,21,21,0,[5.06496829 7.18753733],21,0,0
3156,338,810,22,63783,0.0,24,24,0,[7.22946967 5.94235972 6.95021677],23,1,0
3157,338,811,23,63779,0.0,20,20,0,[12.18033897 12.37921967],24,1,0
3158,338,812,24,63784,0.0,16,16,0,[14.68345261  6.68958727],22,-2,0
3159,339,17,1,63792,24.0,8,8,0,[13.48094227 11.47025286 13.93924887],1,0,0
3160,339,3,2,63789,35.0,5,5,0,[5.91375502 9.80902128],3,1,0
3161,339,20,3,63788,37.0,3,3,1,[ 7.78666511 10.15972894  4.5662444 ],5,2,0
3162,339,16,4,63796,10.0,9,9,0,[13.49336791  4.45423394],4,0,0
3163,339,807,5,63798,1.0,14,14,0,[ 6.28720457 13.35277905],2,-3,0
3164,339,9,6,63795,30.0,7,7,0,[ 3.52390988 14.2657841 ],6,0,0
3165,339,22,7,63794,5.0,12,12,0,[10.72678043  8.15974362 14.55437551],9,2,0
3166,339,30,8,63790,9.0,10,10,0,[14.41996775  4.9597613 ],8,0,0
3167,339,155,9,63806,0.0,24,24,0,[ 6.27018306 10.05903272 12.65509725],7,-2,0
3168,339,24,10,63793,8.0,11,11,0,[9.91267568 3.57001571 8.50630025],10,0,0
3169,339,808,11,63805,0.0,23,23,0,[ 5.57544054 14.3373421 ],11,0,0
3170,339,37,12,63802,0.0,16,16,0,[14.38179367  7.01237624 11.9897413 ],12,0,0
3171,339,67,13,63800,0.0,15,15,0,[10.53605886 10.90378271],13,0,0
3172,339,153,14,63797,2.0,13,13,0,[11.11324238  6.7918315   4.63925138],15,1,0
3173,339,5,15,63799,0.0,17,17,0,[10.87950671 13.98749274  9.63470322],14,-1,0
3174,339,10,16,63804,0.0,22,22,0,[6.90589886 5.60814452],17,1,0
3175,339,18,17,63791,35.0,4,4,1,[8.92941938 4.61284551 4.21945389],16,-1,0
3176,339,15,18,63801,0.0,21,21,0,[ 6.76568684  9.30505593 10.20817886],19,1,0
3177,339,4,19,63785,37.0,2,2,1,[ 5.00765396 10.13177996 10.98981535],21,2,0
3178,339,1,20,63787,31.0,6,6,0,[ 3.80817011 14.67840062  4.71614643],20,0,0
3179,339,13,21,63786,39.0,1,1,0,[ 8.13807757 13.72636074  9.63018127],22,1,0
3180,339,812,22,63808,0.0,18,18,0,[11.89077336  8.29382652],23,1,0
3181,339,811,23,63803,0.0,20,20,0,[6.83963273 6.11323613],24,1,0
3182,339,810,24,63807,0.0,19,19,0,[14.65505028 11.4842212   3.23117011],18,-6,0
3183,340,20,1,63812,45.0,5,5,1,[ 7.79976984 12.70959753  5.63084721],2,1,0
3184,340,17,2,63816,28.0,8,8,0,[ 3.26833054 13.06578978  3.28508446],1,-1,0
3185,340,4,3,63809,49.0,3,3,1,[3.99518065 4.41567041],5,2,0
3186,340,3,4,63813,50.0,2,2,0,[8.44617771 3.34994697],3,-1,0
3187,340,18,5,63815,60.0,1,1,2,[ 5.28185197 13.14190806],6,1,0
3188,340,1,6,63811,49.0,4,4,0,[10.21686322  8.9230742   5.33260427],7,1,0
3189,340,13,7,63810,41.0,6,6,0,[ 5.75857915 10.94787834],4,-3,0
3190,340,9,8,63819,40.0,7,7,0,[ 3.78721445 11.47804105],8,0,0
3191,340,30,9,63814,10.0,10,10,0,[12.43138039  7.6710431  14.73940098],9,0,0
3192,340,16,10,63820,10.0,9,9,0,[ 6.24647465  3.10758529 14.68139879],10,0,1
3193,340,22,11,63818,5.0,13,13,0,[12.61818532  7.42482453],11,0,0
3194,340,153,12,63821,2.0,14,14,0,[6.35931717 7.7766739 ],12,0,0
3195,340,67,13,63824,0.0,16,16,0,[7.90994461 9.47089806 6.31692589],15,2,0
3196,340,808,14,63829,6.0,12,12,0,[ 8.29180686 12.1861171  11.02344203],13,-1,0
3197,340,155,15,63830,0.0,24,24,0,[10.66170266 11.62270828  7.73592305],14,-1,0
3198,340,807,16,63822,1.0,15,15,0,[14.44982514  6.32377781  8.25470436],16,0,0
3199,340,37,17,63826,0.0,17,17,0,[ 6.98477616  8.65388177 11.70480616],18,1,0
3200,340,24,18,63817,8.0,11,11,0,[9.02108487 7.2542832 ],17,-1,0
3201,340,10,19,63828,0.0,23,23,0,[3.44240926 6.22834449],19,0,0
3202,340,15,20,63825,0.0,22,22,0,[12.89144333  7.07736585  8.14689334],21,1,0
3203,340,5,21,63823,0.0,18,18,0,[ 6.52429283  9.27856568 12.14446726],20,-1,0
3204,340,810,22,63831,0.0,20,20,0,[3.38887509 8.44412441],23,1,0
3205,340,811,23,63827,0.0,21,21,0,[11.95812222  6.24685759  7.95925033],22,-1,0
3206,340,812,24,63832,0.0,19,19,0,[11.97699729  9.16973961  7.51951344],24,0,0
3207,341,17,1,63840,53.0,4,4,1,[7.05727775 9.3811719 ],1,0,0
3208,341,20,2,63836,60.0,3,3,1,[12.87568095 10.94007543 11.05711986],3,1,0
3209,341,1,3,63835,49.0,6,6,0,[ 4.28764582  5.61636733 13.81144411],2,-1,0
3210,341,4,4,63833,67.0,2,2,1,[8.73038989 6.13104876],5,1,0
3211,341,18,5,63839,70.0,1,1,2,[12.12763861 12.79429956],7,2,0
3212,341,30,6,63838,22.0,9,9,0,[ 3.24613618 10.48474842 10.78699367],4,-2,0
3213,341,9,7,63843,44.0,8,8,0,[3.49942041 6.73062646],8,1,0
3214,341,3,8,63837,50.0,5,5,0,[10.80848671  5.28250561],9,1,0
3215,341,13,9,63834,49.0,7,7,0,[ 9.76198684  5.67161068 11.42766685],11,2,0
3216,341,155,10,63854,0.0,18,18,0,[ 4.3016699  11.39890881  6.37034102],6,-4,0
3217,341,16,11,63844,16.0,10,10,0,[ 5.94816088 12.7265096   5.13422139],12,1,0
3218,341,37,12,63850,0.0,17,17,0,[ 4.54941089 10.92718943],13,1,0
3219,341,807,13,63846,1.0,15,15,0,[13.87444178  8.12320889  7.80290236],15,2,0
3220,341,808,14,63853,6.0,13,13,0,[11.83494656 11.38836555],14,0,0
3221,341,67,15,63848,0.0,16,16,0,[11.57424354  4.85377445  4.75561654],10,-5,0
3222,341,153,16,63845,3.0,14,14,0,[6.79915319 6.29896792],17,1,0
3223,341,24,17,63841,8.0,11,11,0,[12.55013292 13.17284984  5.85384211],16,-1,0
3224,341,22,18,63842,7.0,12,12,0,[11.59381862 11.56658078  5.59487704],18,0,0
3225,341,15,19,63849,0.0,23,23,0,[11.20664216 13.72415636],19,0,0
3226,341,5,20,63847,0.0,19,19,0,[14.86908209 13.382793    4.05989889],20,0,0
3227,341,10,21,63852,0.0,24,24,0,[11.53603522  6.10767774],21,0,1
3228,341,810,22,63855,0.0,21,21,0,[ 3.84615765  4.86912342 12.75095797],22,0,0
3229,341,812,23,63856,0.0,20,20,0,[ 7.8925677  13.8298721  10.65746129],23,0,0
3230,341,811,24,63851,0.0,22,22,0,[9.49225584 6.92524766],24,0,0
3231,342,17,1,63888,78.0,1,1,2,[ 5.82483697 10.90731534],1,0,0
3232,342,9,2,63891,59.0,6,6,0,[12.72491962  4.11987043 14.92900414],2,0,0
3233,342,20,3,63884,78.0,2,2,1,[ 7.15866643 12.62209989],4,1,0
3234,342,13,4,63882,61.0,5,5,0,[6.92968497 4.1830085  9.08188538],3,-1,0
3235,342,1,5,63883,59.0,7,7,0,[10.32054514 11.03923434  7.32805057],6,1,0
3236,342,3,6,63885,56.0,8,8,0,[4.37005391 7.21687863 6.07308925],7,1,0
3237,342,30,7,63886,22.0,9,9,0,[11.94817043  5.84172804  9.51795619],8,1,0
3238,342,18,8,63887,70.0,4,4,2,[8.18898578 5.64435988],9,1,0
3239,342,22,9,63890,7.0,12,12,0,[10.82834423  8.48549642],11,2,0
3240,342,24,10,63889,10.0,11,11,0,[13.61884843  8.73839753],10,0,0
3241,342,807,11,63894,1.0,16,16,0,[14.03788437  6.28223508 14.63193834],12,1,0
3242,342,16,12,63892,20.0,10,10,0,[13.12185742 13.17957723 14.93877428],5,-7,0
3243,342,67,13,63896,1.0,15,15,0,[14.04153721  7.94985834 10.27115708],14,1,0
3244,342,808,14,63901,6.0,13,13,0,[5.36497123 7.45176196],13,-1,0
3245,342,37,15,63898,0.0,17,17,0,[14.8390412   9.80329483 10.46231233],15,0,0
3246,342,155,16,63902,0.0,18,18,0,[8.84295187 8.7469522  9.26847063],17,1,0
3247,342,153,17,63893,3.0,14,14,0,[ 9.51978274 14.70265506  3.21210639],19,2,0
3248,342,5,18,63895,0.0,19,19,0,[ 5.13297976 11.46128344],18,0,0
3249,342,15,19,63897,0.0,22,22,0,[ 6.19400473 14.08800624],16,-3,0
3250,342,10,20,63900,0.0,24,24,0,[ 3.32360007 12.37788937],20,0,0
3251,342,810,21,63903,0.0,21,21,0,[10.56103734 10.48565594],21,0,0
3252,342,811,22,63899,0.0,23,23,0,[ 4.41667704  5.9942071  14.35078931],23,1,0
3253,342,812,23,63904,0.0,20,20,0,[3.42571862 9.22297484],22,-1,0
3254,342,4,24,63881,75.0,3,3,1,[3.69761056 4.93548968 7.69312815],24,0,0
3255,343,17,1,63912,93.0,1,1,2,[12.99490102 13.4742878   5.55409021],3,2,0
3256,343,1,2,63907,84.0,3,3,1,[14.11342188 11.54357038],1,-1,0
3257,343,20,3,63908,78.0,5,5,1,[ 8.44839902 10.10495961 13.92457867],2,-1,0
3258,343,18,4,63911,88.0,2,2,2,[11.74691256  4.28421502],5,1,0
3259,343,30,5,63910,34.0,9,9,0,[12.75156411  4.07318309  6.82586332],4,-1,0
3260,343,3,6,63909,66.0,8,8,0,[7.04914027 5.59028243],6,0,0
3261,343,9,7,63915,67.0,6,6,0,[4.68989824 9.24203443],9,2,0
3262,343,13,8,63906,67.0,7,7,0,[11.82084746  9.63311759],8,0,0
3263,343,808,9,63925,6.0,13,13,0,[4.24046069 5.49986804],11,2,0
3264,343,155,10,63926,1.0,16,16,0,[10.0248042   6.94714642],10,0,0
3265,343,16,11,63916,22.0,10,10,0,[13.83964017 12.10836458],12,1,0
3266,343,4,12,63905,79.0,4,4,1,[10.47078295 12.59713252  5.23314437],7,-5,0
3267,343,37,13,63922,0.0,18,18,0,[10.16910002  4.6767303   9.70510731],14,1,0
3268,343,67,14,63920,1.0,15,15,0,[ 3.67874393 14.83342452],13,-1,0
3269,343,22,15,63914,7.0,12,12,0,[ 7.00521852 13.9173859 ],15,0,0
3270,343,153,16,63917,3.0,14,14,0,[14.95374368  5.09193839  4.72897262],17,1,0
3271,343,807,17,63918,1.0,17,17,0,[13.53834234 14.09977632],19,2,0
3272,343,24,18,63913,10.0,11,11,0,[3.18684659 8.98859026 5.63319646],18,0,0
3273,343,15,19,63921,0.0,22,22,0,[13.79423913  4.37718531 13.79295646],21,2,0
3274,343,5,20,63919,0.0,19,19,0,[6.02483506 5.00342728 8.6502431 ],16,-4,0
3275,343,10,21,63924,0.0,24,24,0,[ 6.17962047 13.24524985 11.96213021],23,2,0
3276,343,811,22,63923,0.0,23,23,0,[13.1217679  10.66180479],20,-2,0
3277,343,810,23,63927,0.0,21,21,0,[11.09124245 14.60519067],24,1,0
3278,343,812,24,63928,0.0,20,20,0,[13.53026373  7.88993893  9.33134282],22,-2,0
3279,344,1,1,63931,109.0,1,1,2,[7.14988253 6.50750088 8.83627733],2,1,0
3280,344,17,2,63936,103.0,3,3,2,[3.9046262  9.26223437],3,1,0
3281,344,20,3,63932,90.0,5,5,1,[12.98836087  5.46016216  6.23663939],4,1,0
3282,344,4,4,63929,94.0,4,4,1,[ 7.27651142 13.02040126  4.03165888],1,-3,0
3283,344,18,5,63935,106.0,2,2,2,[ 6.12182831 14.36793168 14.99271353],7,2,0
3284,344,24,6,63937,12.0,11,11,0,[3.10580966 6.85233607],6,0,0
3285,344,13,7,63930,67.0,8,8,0,[4.2529768  6.26505345 8.09189167],9,2,0
3286,344,9,8,63939,73.0,7,7,0,[4.91650764 4.57753199 5.47619602],5,-3,0
3287,344,16,9,63940,23.0,10,10,0,[6.15437531 4.96157461 3.29208889],11,2,0
3288,344,3,10,63933,74.0,6,6,0,[5.98907583 9.10718314 4.63730035],8,-2,0
3289,344,22,11,63938,7.0,12,12,0,[ 5.25770537 13.2048233   4.55882679],10,-1,0
3290,344,807,12,63942,1.0,17,17,0,[11.34133789 12.0806477   8.11849564],12,0,0
3291,344,30,13,63934,34.0,9,9,0,[13.38288025  8.90708886 11.21184425],13,0,0
3292,344,808,14,63949,6.0,13,13,0,[12.65365504 10.00872722],14,0,0
3293,344,67,15,63944,5.0,14,14,0,[4.95444642 7.68694688 5.63846736],16,1,0
3294,344,153,16,63941,3.0,15,15,0,[ 4.32356337 11.35685402  5.37903074],15,-1,0
3295,344,37,17,63946,0.0,18,18,0,[ 5.8422055  13.59721626],19,2,0
3296,344,155,18,63950,1.0,16,16,0,[13.00271177 12.91595968],17,-1,0
3297,344,5,19,63943,0.0,19,19,0,[13.42590081  9.17224805 12.52574345],21,2,0
3298,344,15,20,63945,0.0,22,22,0,[5.40879727 3.94480352],18,-2,0
3299,344,10,21,63948,0.0,24,24,0,[13.05723381  4.4664104   5.24899928],23,2,0
3300,344,811,22,63947,0.0,23,23,0,[ 5.29448786 12.83496035],20,-2,0
3301,344,810,23,63951,0.0,21,21,0,[12.23545334  6.81906141],24,1,0
3302,344,812,24,63952,0.0,20,20,0,[14.9485832   9.88199517 14.42716137],22,-2,0
3303,345,20,1,63956,115.0,3,3,2,[ 6.64838782 11.78092676],3,2,0
3304,345,17,2,63960,103.0,4,4,2,[4.55061677 9.55995777],1,-1,0
3305,345,1,3,63955,127.0,1,1,2,[13.84541747 12.1174025  12.09058607],5,2,0
3306,345,4,4,63953,98.0,5,5,1,[13.89035625  3.709012  ],4,0,0
3307,345,13,5,63954,67.0,8,8,0,[9.38360043 8.04402612 9.16427065],6,1,0
3308,345,9,6,63963,83.0,6,6,0,[9.05762478 4.43989653],7,1,0
3309,345,18,7,63959,121.0,2,2,2,[ 5.49529249 14.01232385],9,2,0
3310,345,807,8,63966,1.0,17,17,0,[4.35947882 8.96984868 3.33592243],2,-6,0
3311,345,22,9,63962,19.0,11,11,0,[12.66891889  5.36246146],10,1,0
